アルバム名,公式詳細ページ,画像URL,ジャケット画像ファイル
"THE IDOLM@STER SHINY COLORS “283PRODUCTION SOLO PERFORMANCE LIVE「我儘なまま」＆5.5th Anniversary LIVE「星が見上げた空」” Blu-ray BOX【初回生産限定版】","https://shinycolors.lantis.jp/releaseinfo/labx-38757_62/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2023/10/LABX-38757_62.jpg","LABX-38757_62.jpg"
"283PRODUCTION SOLO PERFORMANCE LIVE「我儘なまま」Blu-ray","https://shinycolors.lantis.jp/releaseinfo/labx-8757_9/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2023/10/LABX-8757_9.jpg","LABX-8757_9.jpg"
"THE IDOLM@STER SHINY COLORS 5.5th Anniversary LIVE「星が見上げた空」Blu-ray","https://shinycolors.lantis.jp/releaseinfo/labx-8760_2/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2023/10/LABX-8760_2.jpg","LABX-8760_2.jpg"
"「THE IDOLM@STER SHINY COLORS 6thLIVE TOUR Come and Unite!」 Blu-ray【初回生産限定版】","https://shinycolors.lantis.jp/releaseinfo/labx-38839_45/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2024/07/LABX-38839s.jpg","LABX-38839s.jpg"
"「THE IDOLM@STER SHINY COLORS 6thLIVE TOUR Come and Unite!」 Blu-ray【Brilliant Blooms版】","https://shinycolors.lantis.jp/releaseinfo/labx-8833_5/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2024/07/LABX-8833s.jpg","LABX-8833s.jpg"
"「THE IDOLM@STER SHINY COLORS 6thLIVE TOUR Come and Unite!」 Blu-ray【Fantastic Fireworks版】","https://shinycolors.lantis.jp/releaseinfo/labx-8836_8/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2024/07/LABX-8836s.jpg","LABX-8836s.jpg"
"「THE IDOLM@STER SHINY COLORS 6.5th Anniversary LIVE “Chapter 283”」 Blu-ray【初回生産限定版】","https://shinycolors.lantis.jp/releaseinfo/labx-38905_7/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2025/06/LABX-38905_7.jpg","LABX-38905_7.jpg"
"「THE IDOLM@STER SHINY COLORS 6.5th Anniversary LIVE “Chapter 283”」 Blu-ray【通常版DAY1】","https://shinycolors.lantis.jp/releaseinfo/labx-8905_6/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2025/10/65thLIVE_DAY1.jpg","65thLIVE_DAY1.jpg"
"「THE IDOLM@STER SHINY COLORS 6.5th Anniversary LIVE “Chapter 283”」 Blu-ray【通常版DAY2】","https://shinycolors.lantis.jp/releaseinfo/labx-8907_8/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2025/10/65thLIVE_DAY2.jpg","65thLIVE_DAY2.jpg"
"「THE IDOLM@STER SHINY COLORS 2nd season LIVE Over the prism」Blu-ray【初回生産限定版】","https://shinycolors.lantis.jp/releaseinfo/labx-38943_6/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2025/10/LABX-38943_6.jpg","LABX-38943_6.jpg"
"「THE IDOLM@STER SHINY COLORS 2nd season LIVE Over the prism」Blu-ray【通常版DAY1】","https://shinycolors.lantis.jp/releaseinfo/labx-8943_4/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2025/10/LABX-8943_4.jpg","LABX-8943_4.jpg"
"「THE IDOLM@STER SHINY COLORS 2nd season LIVE Over the prism」Blu-ray【通常版DAY2】","https://shinycolors.lantis.jp/releaseinfo/labx-8945_6/","https://shinycolors.lantis.jp/X9pa5jNY/wp-content/uploads/2025/10/LABX-8945_6.jpg","LABX-8945_6.jpg"
